frag_cat;area;site;plot;disp_mode;seed_size_cat;habit;origen;id;id_real;abund;yr
Control;5000;C1;Q1;zoo;M;tree;d;59;91;0;2007
Control;5000;C1;Q1;zoo;G;tree;nd;62;105;10;2007
Control;5000;C1;Q1;zoo;P;tree;d;65;100;0;2007
Control;5000;C1;Q1;zoo;M;tree;nd;79;7;0;2007
Control;5000;C1;Q1;zoo;G;tree;nd;88;55;1;2007
Control;5000;C1;Q1;zoo;G;tree;d;89;5;0;2007
Control;5000;C1;Q2;zoo;M;tree;nd;1;71;33;2007
Control;5000;C1;Q2;zoo;M;und-tree;d;4;66;1;2007
Control;5000;C1;Q2;zoo;G;tree;d;6;18;1;2007
Control;5000;C1;Q2;abio;M;tree;nd;7;31;1;2007
Control;5000;C1;Q2;zoo;G;tree;nd;16;38;1;2007
Control;5000;C1;Q2;zoo;G;tree;d;47;8;1;2007
Control;5000;C1;Q2;zoo;M;tree;d;56;16;2;2007
Control;5000;C1;Q2;zoo;G;tree;nd;62;105;2;2007
Control;5000;C1;Q2;zoo;P;tree;nd;65;100;7;2007
Control;5000;C1;Q2;zoo;M;tree;d;72;62;0;2007
Control;5000;C1;Q2;zoo;M;tree;nd;79;7;2;2007
Control;5000;C1;Q2;zoo;G;tree;nd;88;55;0;2007
Control;5000;C1;Q2;zoo;G;tree;d;89;5;0;2007
Control;5000;C1;Q3;zoo;M;tree;nd;1;71;12;2007
Control;5000;C1;Q3;zoo;P;und-tree;d;3;65;1;2007
Control;5000;C1;Q3;zoo;M;und-tree;d;4;66;2;2007
Control;5000;C1;Q3;zoo;G;tree;d;16;38;1;2007
Control;5000;C1;Q3;zoo;G;tree;d;17;102;0;2007
Control;5000;C1;Q3;abio;P;tree;nd;45;87;5;2007
Control;5000;C1;Q3;zoo;M;tree;d;56;16;0;2007
Control;5000;C1;Q3;zoo;G;tree;nd;62;105;0;2007
Control;5000;C1;Q3;zoo;P;tree;nd;65;100;236;2007
Control;5000;C1;Q3;zoo;M;tree;d;79;7;0;2007
Control;5000;C1;Q3;zoo;G;tree;d;88;55;0;2007
Control;5000;C1;Q3;zoo;G;tree;d;89;5;0;2007
Control;5000;C1;Q4;zoo;M;tree;nd;1;71;7;2007
Control;5000;C1;Q4;zoo;M;und-tree;d;4;66;2;2007
Control;5000;C1;Q4;zoo;G;tree;d;6;18;2;2007
Control;5000;C1;Q4;abio;M;tree;nd;7;31;6;2007
Control;5000;C1;Q4;zoo;G;tree;nd;17;102;0;2007
Control;5000;C1;Q4;abio;G;und-tree;d;28;59;0;2007
Control;5000;C1;Q4;abio;P;tree;nd;45;87;0;2007
Control;5000;C1;Q4;zoo;M;tree;nd;56;16;2;2007
Control;5000;C1;Q4;zoo;G;tree;nd;62;105;0;2007
Control;5000;C1;Q4;zoo;P;tree;nd;65;100;0;2007
Control;5000;C1;Q4;zoo;M;tree;d;72;62;0;2007
Control;5000;C1;Q4;zoo;M;tree;d;84;110;0;2007
Control;5000;C1;Q4;zoo;G;tree;d;88;55;0;2007
Control;5000;C1;Q4;zoo;G;tree;d;89;5;0;2007
Control;5000;C1;Q5;zoo;M;tree;nd;1;71;37;2007
Control;5000;C1;Q5;zoo;P;und-tree;nd;3;65;9;2007
Control;5000;C1;Q5;abio;M;tree;nd;7;31;9;2007
Control;5000;C1;Q5;zoo;G;tree;d;16;38;12;2007
Control;5000;C1;Q5;zoo;M;tree;d;54;44;0;2007
Control;5000;C1;Q5;zoo;G;tree;d;73;51;1;2007
Control;5000;C1;Q5;zoo;G;tree;nd;88;55;0;2007
Control;5000;C1;Q5;zoo;G;tree;d;89;5;0;2007
Control;5000;C2;Q6;zoo;M;tree;nd;1;71;13;2007
Control;5000;C2;Q6;zoo;P;und-tree;d;3;65;0;2007
Control;5000;C2;Q6;abio;P;tree;nd;5;60;0;2007
Control;5000;C2;Q6;zoo;G;tree;d;6;18;5;2007
Control;5000;C2;Q6;zoo;M;tree;nd;9;13;55;2007
Control;5000;C2;Q6;zoo;M;und-tree;d;12;6;0;2007
Control;5000;C2;Q6;zoo;G;tree;nd;16;38;2;2007
Control;5000;C2;Q6;zoo;M;tree;d;27;21;0;2007
Control;5000;C2;Q6;zoo;M;tree;d;59;91;1;2007
Control;5000;C2;Q6;zoo;G;tree;d;62;105;0;2007
Control;5000;C2;Q6;abio;G;tree;d;64;29;0;2007
Control;5000;C2;Q6;zoo;M;tree;d;72;62;0;2007
Control;5000;C2;Q6;zoo;G;tree;nd;88;55;0;2007
Control;5000;C2;Q6;zoo;G;tree;d;89;5;0;2007
Control;5000;C2;Q7;zoo;M;tree;d;1;71;6;2007
Control;5000;C2;Q7;zoo;P;und-tree;d;3;65;0;2007
Control;5000;C2;Q7;abio;P;tree;nd;5;60;0;2007
Control;5000;C2;Q7;zoo;G;tree;d;6;18;3;2007
Control;5000;C2;Q7;abio;M;tree;nd;7;31;7;2007
Control;5000;C2;Q7;zoo;G;tree;nd;17;102;0;2007
Control;5000;C2;Q7;abio;P;tree;nd;45;87;0;2007
Control;5000;C2;Q7;zoo;M;tree;d;79;7;0;2007
Control;5000;C2;Q7;zoo;G;tree;d;88;55;0;2007
Control;5000;C2;Q7;zoo;G;tree;d;89;5;0;2007
Control;5000;C2;Q8;zoo;M;tree;nd;1;71;21;2007
Control;5000;C2;Q8;zoo;P;und-tree;d;3;65;0;2007
Control;5000;C2;Q8;abio;P;tree;d;5;60;0;2007
Control;5000;C2;Q8;zoo;G;tree;nd;6;18;42;2007
Control;5000;C2;Q8;abio;M;tree;nd;7;31;9;2007
Control;5000;C2;Q8;zoo;G;tree;nd;16;38;2;2007
Control;5000;C2;Q8;zoo;G;tree;nd;17;102;2;2007
Control;5000;C2;Q8;zoo;M;tree;d;27;21;0;2007
Control;5000;C2;Q8;abio;P;tree;nd;45;87;0;2007
Control;5000;C2;Q8;zoo;M;tree;nd;50;34;0;2007
Control;5000;C2;Q8;zoo;G;tree;nd;62;105;0;2007
Control;5000;C2;Q8;zoo;P;tree;d;65;100;30;2007
Control;5000;C2;Q8;zoo;G;tree;nd;88;55;0;2007
Control;5000;C2;Q8;zoo;G;tree;d;89;5;0;2007
Control;5000;C2;Q9;zoo;M;tree;nd;1;71;6;2007
Control;5000;C2;Q9;zoo;P;und-tree;d;3;65;0;2007
Control;5000;C2;Q9;abio;P;tree;nd;5;60;0;2007
Control;5000;C2;Q9;abio;M;tree;nd;7;31;25;2007
Control;5000;C2;Q9;zoo;M;tree;nd;9;13;4;2007
Control;5000;C2;Q9;abio;P;tree;d;45;87;0;2007
Control;5000;C2;Q9;zoo;P;tree;d;65;100;80;2007
Control;5000;C2;Q9;zoo;G;tree;nd;88;55;0;2007
Control;5000;C2;Q9;zoo;G;tree;d;89;5;0;2007
Control;5000;C2;Q10;zoo;M;tree;nd;1;71;6;2007
Control;5000;C2;Q10;zoo;M;und-tree;d;4;66;2;2007
Control;5000;C2;Q10;abio;P;tree;nd;5;60;3;2007
Control;5000;C2;Q10;abio;M;tree;nd;7;31;4;2007
Control;5000;C2;Q10;zoo;M;tree;nd;9;13;5;2007
Control;5000;C2;Q10;zoo;G;tree;d;16;38;2;2007
Control;5000;C2;Q10;zoo;M;tree;d;27;21;0;2007
Control;5000;C2;Q10;abio;M;tree;d;46;1;3;2007
Control;5000;C2;Q10;zoo;M;tree;nd;59;91;20;2007
Control;5000;C2;Q10;abio;G;tree;nd;64;29;10;2007
Control;5000;C2;Q10;zoo;M;tree;d;72;62;0;2007
Control;5000;C2;Q10;zoo;M;tree;d;79;7;0;2007
Control;5000;C2;Q10;zoo;G;tree;d;88;55;0;2007
Control;5000;C2;Q10;zoo;G;tree;d;89;5;0;2007
